Beta_value,Start,End,Position_to_TSS
0.934794096879065,2291627,2291628,49109
0.976237606259953,1561476,1561477,13394
0.986649869386869,3447936,3447937,6048
0.892553051488875,17545044,17545045,-643
0.904840801037315,124340325,124340326,82230
0.804101900284808,19483570,19483571,3743
0.894294025140431,98956137,98956138,55456
0.896357302259939,1732644,1732645,11098
0.801212624943745,273279,273280,1617
0.83636742456769,232604705,232604706,7267
0.970426493950874,42410676,42410677,12528
0.943856592648129,110651442,110651443,12187
0.983987879236654,17697173,17697174,78856
0.960373740803217,89628615,89628616,166
0.853193015720622,73570742,73570743,7858
0.829758855886903,24906957,24906958,42130
0.876377754690545,102229334,102229335,2488
0.837122330866009,28537958,28537959,4451
0.930820485062111,1305278,1305279,4320
0.929046557114063,2080633,2080634,149786
0.97506822194713,241890963,241890964,9595
0.835389586383488,58085559,58085560,12652
0.925390981800309,38092935,38092936,-1402
0.934491776298165,55298856,55298857,26644
0.94019254872369,2165917,2165918,10151
0.833811985448976,45915469,45915470,3344
0.97178030430396,133309833,133309834,2505
0.900529893193807,5906762,5906763,1903
0.897686446558537,2149701,2149702,1076
0.876135730283285,4099407,4099408,666
0.826892840837194,64367745,64367746,7227
0.941654491563568,11549667,11549668,1826
0.905780654585305,24490870,24490871,-1247
0.928774502070288,47325405,47325406,2914
0.869686948336803,104313648,104313649,20258
0.897469404295129,31155039,31155040,3200
0.882338180037717,102231755,102231756,3309
0.981102131976237,23007395,23007396,-445
0.85948689483882,7615219,7615220,584
0.872382658247075,116666116,116666117,4149
0.865957839210882,29083741,29083742,96624
0.804056748097685,15398689,15398690,-8
0.975006486206002,17388097,17388098,-1346
0.987156120572595,31625231,31625232,4505
0.861256415769606,5880632,5880633,111793
0.851401215710673,141101672,141101673,1198
0.978172813233365,596175,596176,131476
0.86529230468509,150381925,150381926,1961
0.85523880044428,2519653,2519654,-773
0.862320664485276,62667245,62667246,39559
0.917034297970417,1917756,1917757,1042
0.985586808220545,1393305,1393306,9777
0.846733949305824,66055929,66055930,3528
0.917063557815456,1691397,1691398,190030
0.989182655673587,49791998,49791999,5005
0.985380283790155,47849986,47849987,24957
0.887815903020341,57625440,57625441,7712
0.819471728530467,3240946,3240947,171734
0.987398761198332,44220220,44220221,105437
0.969026666634332,45152310,45152311,-191
0.824103419687987,156604958,156604959,35635
0.964252116650988,712514,712515,18075
0.836800328803199,66864726,66864727,7314
0.935665998799943,112993115,112993116,24614
0.829513854943838,67675816,67675817,14452
0.912400591024771,46685169,46685170,-701
0.805545188055511,58551632,58551633,3342
0.906062957351618,149774960,149774961,-1476
0.896832018517508,7873919,7873920,-434
0.915680226435605,1008644,1008645,8224
0.850150577427562,219226753,219226754,2874
0.964380500832566,105470072,105470073,546
0.917140518646801,3318744,3318745,59050
0.888604296404596,128288885,128288886,107748
0.822468806036376,68215075,68215076,-1479
0.897979431821855,69013990,69013991,124
0.829840689132441,13479185,13479186,-1149
0.886136679303198,154740697,154740698,-142
0.805457875065982,2084630,2084631,37164
0.807619073794305,81133340,81133341,-492
0.884770910416302,38133965,38133966,3161
0.906634064999124,143251297,143251298,4475
0.934045881803361,37289013,37289014,-651
0.978591969325807,1220092,1220093,11940
0.955592872469447,129875972,129875973,40525
0.93074867877493,32239332,32239333,2261
0.863401164908138,49524521,49524522,11141
0.838262331130997,17720911,17720912,1426
0.923440134907251,75110106,75110107,-972
0.924469757157243,1530058,1530059,-658
0.93615133331584,125298836,125298837,3139
0.879425984123194,95074768,95074769,-1230
0.851323846981128,159065366,159065367,31839
0.965202444016524,79131405,79131406,77152
0.940730871707158,990343,990344,-1483
0.834772023222173,87709500,87709501,-1112
0.949731617668205,227662,227663,1896
0.830603627139789,19170750,19170751,-486
0.937144040161868,977931,977932,52049
0.873776157722863,101894399,101894400,84503
0.883827575664934,902569,902570,19240
0.832521970086704,7846359,7846360,-185
0.933847405815598,55652676,55652677,4532
0.93079984953349,51171223,51171224,5407
0.940285698526856,56194064,56194065,3752
0.822651027289858,105466946,105466947,47007
0.814384346381053,21022886,21022887,2176
0.989125509741731,67301546,67301547,3654
0.942740767826748,53278653,53278654,49362
0.901836761619973,42583081,42583082,-1093
0.838529520332601,75991230,75991231,3345
0.931109075733457,2103856,2103857,-884
0.810653268537876,161416815,161416816,720
0.907986273386475,4862626,4862627,21094
0.843831098309453,67609564,67609565,2605
0.859088335891714,9618077,9618078,3146
0.919614860093627,60079852,60079853,-920
0.876522137629232,17500777,17500778,30287
0.914004150199861,50581485,50581486,-1485
0.803907650288857,100819782,100819783,7334
0.847047696171823,728183,728184,22307
0.81224187165402,1323820,1323821,33905
0.919285775117662,56087550,56087551,33731
0.87692810628131,30912510,30912511,4288
0.826019911442945,55484277,55484278,7944
0.94332981344597,69086728,69086729,37766
0.90271317993565,911500,911501,20818
0.853056496168241,45157894,45157895,34040
0.864455064384333,44083601,44083602,-1118
0.891783493983872,42858162,42858163,-893
0.831847207441536,1412118,1412119,2603
0.889306653768036,48364498,48364499,29458
0.925957925706154,113018000,113018001,1659
0.960972012927855,23882770,23882771,25769
0.866992599562721,233250700,233250701,-1007
0.837106879730028,32207866,32207867,-1051
0.979411919261612,844069,844070,6918
0.876253986412265,109481002,109481003,3599
0.909402194144413,79913604,79913605,38050
0.960817198424155,110638605,110638606,23144
0.830686696459797,65976688,65976689,-62
0.819614734679923,9400487,9400488,2613
0.89898847774906,157560302,157560303,1027487
0.851764132243875,1645289,1645290,-335
0.951030652659771,30554440,30554441,1649
0.876937920935101,7563410,7563411,1534
0.905378632066946,1295603,1295604,14052
0.923465443811373,89878932,89878933,5319
0.890849007509048,23638566,23638567,2286
0.904553995671813,185641501,185641502,134412
0.837673165550205,95321098,95321099,-1219
0.925240698927136,4755303,4755304,72993
0.866249238960911,144396553,144396554,-573
0.909864106264093,2154087,2154088,49370
0.889204915075076,243259126,243259127,3069
0.926939169616994,130123793,130123794,53886
0.928606889512616,704691,704692,-1094
0.907880138565049,21602244,21602245,1922
0.819499019238346,30374723,30374724,-1098
0.907112734483232,82887784,82887785,3431
0.987065828974545,4483322,4483323,8409
0.836691542654695,73498569,73498570,36202
0.860893620631512,63465983,63465984,6573
0.893977517504027,47172480,47172481,4603
0.887777157142667,132029896,132029897,949
0.884804091315961,11300746,11300747,282815
0.808672989214682,1622058,1622059,179
0.968209783107526,82254969,82254970,18463
0.97972027972028,1092140,1092141,155
0.950022669702281,19306534,19306535,101208
0.916304149480139,34272090,34272091,9084
0.879941950766474,3673495,3673496,44019
0.872617514338674,85636269,85636270,24859
0.890147038219492,38727081,38727082,2923
0.912759215733058,8206847,8206848,3401
0.85286155068232,3564316,3564317,13058
0.986637463394997,36341817,36341818,44068
0.957999693947286,39685817,39685818,2241
0.980970993659998,7589904,7589905,267
0.871529454095736,2074239,2074240,26773
0.992345544013122,1874437,1874438,358538
0.916262286255971,55449607,55449608,347149
0.965036434977578,1450566,1450567,24492
0.903239970560669,2496264,2496265,21117
0.946144430844553,239094845,239094846,306105
0.831449159977287,31720925,31720926,755
0.821507828721989,143694377,143694378,5717
0.850825449607467,657601,657602,8183
0.83209091959722,60515317,60515318,-97
0.926122344493677,149632913,149632914,-1193
0.849537439359128,144441645,144441646,1212
0.963938053097345,1036420,1036421,7394
0.972537907855014,149266553,149266554,4381
0.819751123973675,7912516,7912517,23724
0.849307357816785,81715709,81715710,3472
0.901643681897481,1062739,1062740,64650
0.808917491084778,144548805,144548806,56895
0.945060098884081,54395904,54395905,-1076
0.87549926917574,49488848,49488849,168610
0.808994036705338,56622013,56622014,26712
0.955457745873998,6284499,6284500,27127
0.885486705648572,4740663,4740664,620
0.947390570173744,235597769,235597770,103679
0.842116983320918,55935512,55935513,3459
0.866640309164015,149278408,149278409,-415
0.981130286364498,73449163,73449164,297678
0.876000637436267,46656884,46656885,150
0.846271117377645,702252,702253,6455
0.853138982208063,1844083,1844084,20106
0.8031149761768,61976651,61976652,89160
0.892730193236651,43206242,43206243,23498
0.894149606707003,85770603,85770604,-388
0.909306366868856,96811691,96811692,50788
0.80849603407974,55991970,55991971,1644
0.919587732747807,31860194,31860195,2603
0.851862795541219,90532954,90532955,3609
0.987964413404236,143693990,143693991,9533
0.925158653427508,45130173,45130174,-311
0.953073015147598,888809,888810,43379
0.828715634967724,52735893,52735894,-848
0.813056573053713,1794926,1794927,-1162
0.937785775610193,44901670,44901671,19263
0.942164057682641,112181817,112181818,200276
0.88618980403045,19389251,19389252,3279
0.85654797286128,75432234,75432235,4137
0.813595749539782,40093476,40093477,31282
0.885527633280648,25676252,25676253,20429
0.948970374863163,63431271,63431272,41235
0.920872287972694,95324202,95324203,2928
0.849436362541666,1342615,1342616,6498
0.888331613404156,758170,758171,106
0.809791854824949,21026110,21026111,-1145
0.875778173051139,205771024,205771025,4428
0.968351710334122,45363923,45363924,6665
0.806429141551774,157610422,157610423,977258
0.898820968231939,63969545,63969546,-485
0.885954363451806,36057252,36057253,3010
0.801636273784818,2088380,2088381,40914
0.847749844190359,105218738,105218739,9533
0.899707702176201,75727600,75727601,-202
0.940885922800602,18220861,18220862,23
0.869955600205296,114035365,114035366,97247
0.927495581348171,105560816,105560817,2685
0.967011079297896,88076835,88076836,125355
0.916516501192367,75731632,75731633,6927
0.878638919808803,5208369,5208370,77872
0.863370152808197,143818511,143818512,10828
0.873605968043775,29664683,29664684,-819
0.970426493950874,42410676,42410677,1773
0.898218073465409,1339695,1339696,10350
0.913273056057866,46480705,46480706,51509
0.899131350048339,24079886,24079887,5330
0.983904099915943,1990388,1990389,16509
0.913055764883195,33685560,33685561,64180
0.948581043491272,7644634,7644635,120
0.888586497127795,102462357,102462358,2507
0.818064232399943,228107681,228107682,962
0.814384346381053,21022886,21022887,1830
0.850843096873369,70085106,70085107,-309
0.889622740378536,144424240,144424241,2744
0.867962799353918,20086473,20086474,650
0.940623160207728,141439733,141439734,84707
0.943536404160475,5231592,5231593,109212
0.844526261080502,64914910,64914911,3007
0.879239044280914,87703226,87703227,-634
0.987412000265301,81978623,81978624,1815
0.826108439903364,35931214,35931215,-473
0.977937816477266,1514611,1514612,10833
0.989108773250636,15428167,15428168,21785
0.854810189102769,42367035,42367036,6064
0.846541494489813,2112011,2112012,7271
0.931947926034194,47966215,47966216,2630
0.977385798281321,102214011,102214012,74158
0.962952362662998,15783036,15783037,4737
0.862564363405607,99994613,99994614,-365
0.896574695533539,80189469,80189470,1668
0.889408346289919,35299164,35299165,-112
0.961392747609598,1991673,1991674,17511
0.895554289754312,2064117,2064118,1598
0.909233817599241,50206497,50206498,1250
0.911850026012018,143816502,143816503,12802
0.979155580101596,11655958,11655959,-1275
0.968881282091178,67201829,67201830,2717
0.813843373572823,101917854,101917855,2838
0.913007119363568,3055938,3055939,9256
0.877519168422518,93431230,93431231,118127
0.874398058887673,31969693,31969694,-1474
0.814118034516008,156136951,156136952,10395
0.932791626418645,143992131,143992132,574
0.895114609683256,45651860,45651861,13763
0.860044838338147,19115886,19115887,1502
0.935452925859942,32095349,32095350,2850
0.926632363378282,28861555,28861556,1796
0.858314088511653,119821769,119821770,95671
0.83193086783555,2134567,2134568,-247
0.808003385976945,42686123,42686124,32343
0.835148379766091,78903477,78903478,537175
0.922813136146721,422406,422407,38591
0.812848149059141,31970430,31970431,494
0.86107496083609,89301451,89301452,15692
0.900533802150238,595933,595934,6039
0.81356145133464,157408928,157408929,40126
0.922636767209728,113631301,113631302,3989
0.987311209148021,1278061,1278062,31594
0.900675547252334,58896617,58896618,54994
0.981780662206463,3937485,3937486,26935
0.806157158071123,180629522,180629523,20103
0.852039623185087,50509208,50509209,758
0.87364646229721,79475051,79475052,79106
0.878730330982095,219502121,219502122,3205
0.826298745964044,73328706,73328707,452
0.920191416615584,80921215,80921216,1145
0.95303812728435,4749202,4749203,18017
0.819094304388422,713163,713164,-93
0.953022110142101,50563832,50563833,7160
0.813026602291016,787549,787550,2575
0.978125619598852,100887001,100887002,-1035
0.83061051513504,144400256,144400257,731
0.882261966573456,89113334,89113335,10981
0.972075297543918,28861551,28861552,134
0.972551676915416,81846546,81846547,13969
0.954667054175782,48969370,48969371,2200
0.92561192123115,63997130,63997131,10716
0.938345558482753,200911582,200911583,20240
0.923726221787265,1036350,1036351,27387
0.983140998131463,113999414,113999415,133198
0.972734609708953,48598868,48598869,1375
0.932155675670832,39465782,39465783,4270
0.871323702437361,131166071,131166072,-585
0.925029564718805,82944680,82944681,104103
0.920756408372986,2114243,2114244,40256
0.931591159197455,64255353,64255354,3805
0.855924041499815,62571664,62571665,2423
0.942431582078675,179797836,179797837,3532
0.913325317342126,227326590,227326591,-1388
0.944499626924933,73329245,73329246,991
0.8661304163628,53254239,53254240,2652
0.899231187177187,72697349,72697350,2740
0.889124933941293,70906902,70906903,4575
0.948874247200995,62266128,62266129,2580
0.898850225662613,28682069,28682070,4558
0.866648996239396,52088469,52088470,17176
0.845072247753666,157902665,157902666,685047
0.912565636355116,240593972,240593973,4087
0.834814390029575,2341664,2341665,76988
0.833468102413662,157399052,157399053,62026
0.801867855070083,2402356,2402357,1727
0.921504810215872,2432729,2432730,28629
0.914707137837061,236126851,236126852,632743
0.911635715129922,63459796,63459797,12760
0.970069224291831,87957890,87957891,7453
0.882138553161801,74721537,74721538,53295
0.956389744869516,31154590,31154591,3605
0.812207918422372,140834240,140834241,-9
0.801692383145533,143560643,143560644,2304
0.915053130751425,22307511,22307512,-1349
0.835168563032139,37336982,37336983,-255
0.988397226301189,26346122,26346123,7975
0.983256818795571,87957516,87957517,6083
0.865470507976528,1757444,1757445,20976
0.901830916092127,7926721,7926722,-745
0.854365624435545,37336851,37336852,228977
0.904676985540315,42049757,42049758,-766
0.878311463233474,807355,807356,3777
0.841210479021388,37334107,37334108,16195
0.809202982992597,132840752,132840753,7441
0.936123682390045,14480489,14480490,15644
0.947298066857631,47706573,47706574,131534
0.883385290382173,37520365,37520366,-61
0.969487525286581,43263199,43263200,15209
0.92877065459331,42668904,42668905,15124
0.854543164869806,128196903,128196904,7481
0.887539703524743,60422345,60422346,-191
0.927680028176869,68135442,68135443,10154
0.943468149084955,69078108,69078109,3523
0.890955737611471,38254741,38254742,1792
0.922786305831518,29609924,29609925,3625
0.93213476654238,180857090,180857091,4188
0.933267943298669,523207,523208,2815
0.909379029540662,37685169,37685170,-1175
0.893873519119999,121453328,121453329,17226
0.922107553144551,38071545,38071546,358
0.820645369852778,228280294,228280295,3115
0.908507238023618,81057843,81057844,22680
0.86460711169489,141420005,141420006,2313
0.924860302604516,39480390,39480391,-96
0.849793650077048,46000387,46000388,-545
0.916958722311831,111347958,111347959,1357
0.822598815855703,105451759,105451760,3622
0.873692751939738,111283334,111283335,78044
0.865041219011215,30619878,30619879,2034
0.811373390968336,10062223,10062224,24419
0.867599951491385,106660625,106660626,212700
0.977385798281321,102214011,102214012,74166
0.935023494070563,64118193,64118194,47914
0.904986475879465,30328923,30328924,-389
0.848154277286353,27607374,27607375,24452
0.951064423158773,8838071,8838072,-470
0.865002051013545,1842797,1842798,488398
0.811248616561022,100544823,100544824,-529
0.924338170305932,81983309,81983310,5677
0.863219349457882,1878422,1878423,8177
0.875223887394641,31791709,31791710,1252
0.942524345999618,17211718,17211719,1126
0.801326277172851,3858642,3858643,1374
0.873379806134072,57459583,57459584,12088
0.903387319761422,72943167,72943168,52204
0.944878890541968,113044094,113044095,3745
0.929270946681175,82965901,82965902,82882
0.852243156403983,105560816,105560817,2685
0.98597774729462,8888154,8888155,24364
0.959250077471336,113060603,113060604,15751
0.845499926530606,47119353,47119354,356680
0.915920252295795,2654940,2654941,-128
0.842697034261663,110649245,110649246,16506
0.83721648711546,82053692,82053693,1790
0.864756800866599,43830679,43830680,8074
0.923004129220923,98824160,98824161,1512
0.825568318594263,1655577,1655578,28415
0.8832298298693,101915317,101915318,96395
0.911390379200723,955526,955527,23045
0.864879624223968,159800151,159800152,-99
0.83619772145734,28723337,28723338,36
0.931906515855006,929188,929189,52110
0.871659550013542,1264338,1264339,9517
0.904986475879465,30328923,30328924,2078
0.924065764143718,1374743,1374744,18378
0.833778146270174,49587694,49587695,10997
0.94851859634377,1084368,1084369,18444
0.866506061647508,139677209,139677210,28279
0.905467408093276,100077336,100077337,4403
0.828003458381034,7672932,7672933,-41
0.852675451868428,143325911,143325912,8146
0.843790528009374,46331649,46331650,773
0.859894853048056,3456465,3456466,89881
0.864947321268337,79493542,79493543,97597
0.92463629618528,69963601,69963602,122150
0.968421590153638,42870102,42870103,76940
0.863626043332682,239928767,239928768,82894
0.870082410131068,122643341,122643342,82675
0.815445504939163,142348230,142348231,6534
0.946693506299858,2363555,2363556,26040
0.812893466982393,581404,581405,10093
0.95337336630166,124324584,124324585,97971
0.903969379112591,11041336,11041337,57183
0.929185869943202,49637653,49637654,185086
0.806204429183463,21270314,21270315,-889
0.869944040471217,2993249,2993250,-990
0.894997435547009,21980156,21980157,2638
0.855036982239863,55674171,55674172,11671
0.962065263604235,1475751,1475752,61342
0.808233298319631,73541555,73541556,17391
0.922307689089142,7786176,7786177,66454
0.977136286818159,75563121,75563122,37394
0.946563749898898,16908568,16908569,168294
0.939283591732301,11634016,11634017,21756
0.940804607679669,725222,725223,114
0.836689670420151,101349603,101349604,36593
0.861653382264236,49211677,49211678,53844
0.883286770153147,151082060,151082061,1341
0.910570303125493,82054673,82054674,2430
0.974170837160193,67665303,67665304,15898
0.814337968874999,143327429,143327430,17556
0.911587094152405,62707272,62707273,-927
0.97577174929841,31887645,31887646,10033
0.837234980557832,172753813,172753814,2853
0.887815903020341,57625440,57625441,1173
0.80432392817882,56795272,56795273,29898
0.805785764568466,80826831,80826832,282011
0.868429436357122,45381642,45381643,23397
0.847094380158383,81110757,81110758,6754
0.817799082417301,182392953,182392954,-1162
0.839690316731405,156641953,156641954,-1360
0.86226744722585,46126297,46126298,28199
0.869450667073369,119873571,119873572,3718
0.890073206442167,2577117,2577118,132125
0.801784823342834,28375618,28375619,17970
0.899151792529957,88697961,88697962,8302
0.905193388753933,131121026,131121027,51812
0.942777342437019,57355664,57355665,4356
0.9446069917825,36341971,36341972,43918
0.888914124467516,7626375,7626376,12310
0.91607071553384,32153156,32153157,-387
0.925727938066309,100560246,100560247,-1291
0.886457274200156,219222341,219222342,398
0.859144371033739,2896624,2896625,13395
0.933674335249888,3100655,3100656,31421
0.876159733266472,94663577,94663578,-1159
0.903347641664775,25343359,25343360,-869
0.837659322969619,179862576,179862577,45284
0.9470694307454,13472864,13472865,30082
0.889719044904801,132319982,132319983,9368
0.801661930271303,48575966,48575967,1013
0.965344318080057,179797751,179797752,4159
0.907919762014716,17210830,17210831,2676
0.912779419828637,132348492,132348493,299
0.864656580170961,33391089,33391090,-773
0.837245410990747,31096706,31096707,15386
0.858794821252266,27605685,27605686,133674
0.946132164108988,16256590,16256591,-34
0.847165278580436,53456108,53456109,3263
0.948574064109463,54155411,54155412,14014
0.966933753177019,306671,306672,35013
0.871797372676037,70760083,70760084,40900
0.820368574199806,1088511,1088512,27585
0.887960601711643,38074391,38074392,16983
0.853066717566744,92104017,92104018,2575
0.956995568209831,149474510,149474511,23308
0.952881868167874,2084447,2084448,36244
0.855371685084995,3639479,3639480,10585
0.933150610065649,89114334,89114335,20524
0.910660637543162,66762351,66762352,17576
0.873265348778556,2162602,2162603,-1392
0.985529438787229,1393305,1393306,9386
0.837245410990747,31096706,31096707,11709
0.931951767580108,84054209,84054210,7423
0.91682103450015,30106818,30106819,5369
0.825851695144531,201619375,201619376,-220
0.831566119329372,59007839,59007840,-1412
0.821660444132597,113235185,113235186,-361
0.811493991656133,74988425,74988426,-519
0.896482088827022,57184866,57184867,56366
0.89906324725205,64062620,64062621,-539
0.87935531960497,105868060,105868061,137473
0.844206473275903,46252180,46252181,56319
0.87943663251973,149498774,149498775,-966
0.835914088496164,218661120,218661121,2314
0.946665903862826,1884307,1884308,-82
0.803547705907692,50126914,50126915,-1372
0.947289212006067,62911597,62911598,26356
0.976509108229846,2353494,2353495,10771
0.917031593719397,130469118,130469119,247164
0.902188803824684,15704777,15704778,5043
0.895985221817084,32155909,32155910,-1203
0.989328960653258,5096674,5096675,127560
0.93171191779579,48601411,48601412,3918
0.982862537445758,6221521,6221522,18589
0.813693630243373,160271373,160271374,516
0.918401319766369,79862252,79862253,582838
0.907929430672238,113402261,113402262,3312
0.91436658066446,120990989,120990990,193697
0.91307411787442,123272866,123272867,-725
0.942017076376312,80354156,80354157,-344
0.934896242862068,63849676,63849677,383
0.908917226069161,98177310,98177311,34129
0.98225032082072,3266601,3266602,197389
0.932035239965836,97276388,97276389,1577
0.814384346381053,21022886,21022887,1399
0.985085061757166,1506256,1506257,4881
0.925917603915996,605951,605952,106990
0.924642197334937,239190738,239190739,107902
0.865284918371005,89855810,89855811,27111
0.926662334449243,41966522,41966523,270492
0.927586729283442,243474536,243474537,188152
0.957190510783977,12597132,12597133,42967
0.839008603019183,91949180,91949181,-224
0.939092915914108,966521,966522,6802
0.852261033358183,127059454,127059455,47835
0.848036584665859,11105527,11105528,16048
0.876667669647067,81109704,81109705,74552
0.963970088375255,71860406,71860407,20071
0.964466823855088,1420405,1420406,12727
0.964263803680982,66566408,66566409,13844
0.889115578785494,102197166,102197167,381154
0.822087857460078,59807489,59807490,3384
0.815812392093368,105421824,105421825,1931
0.937092064367238,210610,210611,864
