Beta_value,Start,End,Position_to_TSS
0.887046729500624,32162909,32162910,9063
0.828654527061204,37804214,37804215,-880
0.950905902980713,50800257,50800258,2002
0.816403215595876,72825145,72825146,2910
0.835747601868238,1678533,1678534,46353
0.902651070359981,160400079,160400080,-508
0.839745523433525,1998874,1998875,-1076
0.904439741998061,157618286,157618287,969426
0.846842628887388,215435133,215435134,936
0.850360463646112,247530759,247530760,23634
0.982847831692463,82613589,82613590,9951
0.924452420532685,33451363,33451364,31052
0.883024905022311,19990588,19990589,-539
0.915637263170683,3600544,3600545,-410
0.846899721451328,46793588,46793589,30936
0.955939293838293,31668645,31668646,2580
0.932720818491502,105333419,105333420,2565
0.803676573128653,1220728,1220729,13903
0.818780899143771,40850068,40850069,48770
0.950841327819986,123742504,123742505,-830
0.978100245621514,9772857,9772858,7065
0.951640423642735,598696,598697,22174
0.918940085668219,70350432,70350433,51217
0.901808541639703,68042843,68042844,-138
0.822906366310744,3268056,3268057,23923
0.889773488667868,95083766,95083767,27495
0.930782545787149,24170560,24170561,-1466
0.836379589523702,3524094,3524095,8323
0.971588794441016,55561331,55561332,-239
0.980848357896312,933870,933871,37130
0.832469577317574,139114967,139114968,62233
0.863205659796379,80178420,80178421,-89
0.811733204428886,61958194,61958195,7833
0.838667711704479,4608986,4608987,6042
0.821563193736352,2304028,2304029,75332
0.931122063178273,228321863,228321864,113732
0.868177366133897,1387403,1387404,4247
0.983772042599157,2931289,2931290,3170
0.875791935704997,1669450,1669451,168083
0.929550940221484,799221,799222,3530
0.885821463037857,109118241,109118242,-137
0.804666432172588,81447189,81447190,47448
0.872261035249285,991711,991712,1666
0.931546640789487,45267744,45267745,20155
0.87320565215457,11646737,11646738,63801
0.945736434108527,170272883,170272884,3880
0.807617819334426,14114217,14114218,3868
0.95144603809076,12431555,12431556,-1343
0.894689790251253,6389429,6389430,972
0.941427198693482,3141040,3141041,6116
0.80439898730431,100520794,100520795,-955
0.969464953058062,1057495,1057496,69894
0.966641322942406,15943734,15943735,660
0.97687212304928694,8950806,8950807,-1152
0.916527026981368,57375841,57375842,-665
0.906896551724138,722076,722077,16293
0.897866481022347,31669136,31669137,2843
0.93178828600541,74022990,74022991,28186
0.822656769522617,127340966,127340967,2644
0.877586866591504,151082067,151082068,-1276
0.919912208099111,80058741,80058742,22108
0.948818536412836,28913744,28913745,26619
0.908972637438237,132574474,132574475,1946
0.836567873128392,1365604,1365605,9289
0.976970664023787,1319139,1319140,5578
0.847821778633741,53128968,53128969,3933
0.828134754670775,39142298,39142299,10255
0.967257416714669,622930,622931,33572
0.918483529000468,75559572,75559573,3814
0.820679862762557,220882323,220882324,2891
0.844754034074041,122867105,122867106,29340
0.937949886789491,32721169,32721170,1415
0.960411870650951,141218628,141218629,35602
0.837466214277491,34497846,34497847,16207
0.807630445026952,3858541,3858542,1273
0.963970088375255,71860406,71860407,22870
0.958699164404805,3637064,3637065,13010
0.832791045080039,138347690,138347691,1952
0.800199347295818,108165868,108165869,-191
0.940423983621557,49684736,49684737,-570
0.919871078181335,48646788,48646789,70481
0.908898712281376,103603042,103603043,252502
0.822200966131603,581326,581327,6278
0.830182633771227,101087648,101087649,2208
0.931980869471953,68749066,68749067,1546
0.935298074722347,100534136,100534137,-1247
0.907726509028967,32841648,32841649,3056
0.915167381101238,98252111,98252112,3611
0.803721028474675,58851209,58851210,9590
0.812284814820639,143485303,143485304,22538
0.904747664029704,1584572,1584573,762
0.876697875041948,69005242,69005243,8168
0.963145730744789,36142311,36142312,1702
0.858581577135416,75941592,75941593,-566
0.892148920507256,1084522,1084523,7653
0.94166970470288,65026186,65026187,-1301
0.937773918188137,3799022,3799023,1096
0.862130589872407,105327542,105327543,12797
0.881676055713045,105868060,105868061,144317
0.84446537367499,177093340,177093341,-1486
0.957024739679569,113058321,113058322,630
0.910991197267629,59889330,59889331,1674
0.921764948322014,1405801,1405802,8920
0.979215270669523,3114931,3114932,20520
0.962820829979937,6217221,6217222,14289
0.931437108435009,1109834,1109835,17555
0.921486797612853,129500542,129500543,5096
0.892093932935544,137180839,137180840,7699
0.923836766609691,9703235,9703236,-592
0.888845577607646,43594445,43594446,3391
0.850590960090787,29621241,29621242,1659
0.857871206629547,104928783,104928784,-643
0.838338598210712,108564203,108564204,1596
0.897533602775399,82425612,82425613,4797
0.807330907062691,231036271,231036272,-1292
0.946019180841323,50346712,50346713,3407
0.84195127664593294,55495948,55495949,2422
0.993335774441596,79433502,79433503,37645
0.885438938742955,3057167,3057168,-934
0.985586808220545,1393305,1393306,5565
0.93849619613933,2046874,2046875,186101
0.839020986806975,1089033,1089034,-1396
0.992353788994127,26541405,26541406,23964
0.845623284297262,54118410,54118411,138
0.818827604585205,17206200,17206201,-490
0.917207903155242,33644504,33644505,82138
0.806876998364853,4676545,4676546,37762
0.813627754622013,4102514,4102515,691
0.978323335736094,4817439,4817440,66216
0.867033413808262,44240128,44240129,85529
0.816016196165035,240463369,240463370,5181
0.890439745311863,133861237,133861238,131074
0.891716580240898,33453028,33453029,32762
0.9411452513639,1401553,1401554,13145
0.917187116588953,75440762,75440763,-60
0.966753080116103,4683053,4683054,31168
0.858365669804515,286753,286754,99502
0.988640109804617,892212,892213,8668
0.916227626568455,17221514,17221515,15672
0.815773062601584,95233562,95233563,81815
0.869210097376968,116957164,116957165,3925
0.948283204605099,52196796,52196797,94762
0.828417610568748,144180300,144180301,844
0.859642744466673,125624979,125624980,6460
0.967069531927784,50216938,50216939,15958
0.930874919202457,157656525,157656526,931264
0.821684178792171,31968123,31968124,9042
0.894773069362825,46261933,46261934,1423
0.845267495001749,88715751,88715752,69461
0.882524902555219,296518,296519,56142
0.812878415841894,73839652,73839653,34851
0.887329218972405,29610336,29610337,4041
0.897531778471298,113406004,113406005,-431
0.930428380881445,3314268,3314269,63526
0.982079646017699,137374187,137374188,48973
0.825061928760571,2112360,2112361,30111
0.91724818187312,390210,390211,814
0.863219349457882,1878422,1878423,8177
0.80965909717902,1842393,1842394,30364
0.828725047225185,12934225,12934226,-526
0.910014140397611,15660353,15660354,2623
0.978547705496192,41474390,41474391,26955
0.900394065300416,26381544,26381545,-24
0.916299898968819,112547462,112547463,711
0.862462552800568,24172073,24172074,2711
0.891277349976097,30695563,30695564,756
0.82633361711845,8869785,8869786,-1383
0.912386726082234,498887,498888,6995
0.969403071238887,241666874,241666875,15866
0.819867421357523,1826722,1826723,406253
0.948306752507909,8485892,8485893,-1411
0.924747121903536,48898839,48898840,-456
0.939177600320654,241720650,241720651,18607
0.973165459959673,49360033,49360034,2409
0.946585043812267,80822366,80822367,277097
0.939069052176448,239125039,239125040,275911
0.812891867203697,32660528,32660529,6167
0.901384502313893,870048,870049,100952
0.815194768643128,63559169,63559170,8906
0.97687020040838,88066096,88066097,114663
0.908083586080021,41687405,41687406,3638
0.916615319265293,24312675,24312676,-637
0.932349175062109,2112138,2112139,58574
0.963008669261994,113118464,113118465,12675
0.94062216827604,156292992,156292993,2698
0.82892660028344,146178761,146178762,3033
0.933304159999098,24918682,24918683,3739
0.940623160207728,141439733,141439734,100760
0.945003610847722,132849405,132849406,556
0.832489515968494,63571005,63571006,1451
0.888753656091964,17614803,17614804,45171
0.856034776679168,1167171,1167172,13432
0.895470161153465,2703440,2703441,8356
0.812485276777301,24369622,24369623,3948
0.956683616513525,91949588,91949589,189
0.984909669553241,155950972,155950973,1750
0.85583209878153,141487819,141487820,66623
0.878018538921738,63125008,63125009,3207
0.986001923661731,2913137,2913138,6921
0.938583740280069,13956087,13956088,3594
0.963018695172494,64743126,64743127,38689
0.916498733748965,18086481,18086482,1431
0.836689670420151,101349603,101349604,-853
0.920769490956605,46243185,46243186,65314
0.832489805307154,6071616,6071617,30997
0.801379885491291,57232513,57232514,2237
0.945879073717261,81934901,81934902,2396
0.862397240147039,1373038,1373039,25331
0.880810105108654,108000490,108000491,2671
0.857755766313906,2387479,2387480,4229
0.832072874292759,114199142,114199143,18375
0.840007866148716,40160730,40160731,-338
0.82682187379346,32162785,32162786,8562
0.971963765636593,537170,537171,5069
0.819744876741461,9702048,9702049,52597
0.838640865626052,78234787,78234788,3476
0.981302677358873,1337148,1337149,27360
0.956585130114829,144545401,144545402,60416
0.927083090894614,47678495,47678496,70970
0.825377871751517,29004958,29004959,1341
0.91843538647113,1091486,1091487,-1453
0.861274216596739,143593388,143593389,6154
0.94002930447223,63996705,63996706,10291
0.877240926978575,2923927,2923928,8984
0.924985212182744,144424240,144424241,2759
0.807090459462745,177491189,177491190,6395
0.875642171092515,13936983,13936984,1433
0.814957813812517,2422958,2422959,85
0.876489471565869,98248453,98248454,3475
0.881882785782526,972057,972058,46111
0.9256322069916,9764864,9764865,21188
0.893833249950184,11822040,11822041,69155
0.839277905443633,42247542,42247543,7591
0.974048918303646,1929324,1929325,9761
0.864107572321434,48903142,48903143,3687
0.853329294669775,67608509,67608510,1581
0.927265421722897,220268254,220268255,4108
0.937016085264498,75114737,75114738,2031
0.824882285736676,33202506,33202507,-1365
0.985008859791256,44320038,44320039,4510
0.827119149541457,88716009,88716010,69203
0.924831805153878,3231531,3231532,7660
0.865446064123,113968340,113968341,191
0.983360238420464,144545401,144545402,60299
0.855321421594473,26858521,26858522,2510
0.933091140991685,116665874,116665875,1882
0.958597538232003,110651076,110651077,14655
0.929550940221484,799221,799222,-953
0.952456726934112,2096308,2096309,51267
0.900323206205559,2114639,2114640,-1358
0.80075185138097,70487127,70487128,737636
0.826166006680662,77120215,77120216,12555
0.892601173664867,30209928,30209929,3500
0.814384346381053,21022886,21022887,607
0.858521481215802,55285810,55285811,3737
0.926753872436243,2680929,2680930,627365
0.880080938053131,50729136,50729137,168993
0.879509065443182,7393475,7393476,1034
0.829189708204504,56841378,56841379,128
0.947442606889842,755086,755087,49320
0.986914044994174,28457435,28457436,349
0.896228459661408,47514376,47514377,-1033
0.900011211896847,30688753,30688754,2222
0.920288494763326,11869577,11869578,-68
0.92281247454797,136368224,136368225,5458
0.961133178698541,81692211,81692212,-1465
0.831288431173854,31987113,31987114,174721
0.827695107238301,184325617,184325618,11010
0.923226172761815,59205422,59205423,-1402
0.855193495974749,66465712,66465713,-1207
0.913536522633592,15700670,15700671,930
0.802670577181318,18771443,18771444,87765
0.931583340717784,140342944,140342945,107987
0.932244718195687,1214949,1214950,13336
0.818672194021379,97734222,97734223,20661
0.829339926201451,54374041,54374042,5149
0.890148902288623,78642238,78642239,-992
0.984130342784596,89110885,89110886,22509
0.879250079560784,65788366,65788367,3842
0.873936211583178,14114835,14114836,-646
0.955148066321756,39770125,39770126,72015
0.849194692345806,30715078,30715079,2370
0.826572539461381,45456744,45456745,1212
0.937217420159567,77025029,77025030,29616
0.964466823855088,1420405,1420406,4664
0.982970298921833,617407,617408,-1456
0.925373519910612,26194167,26194168,72175
0.897433913719859,49788658,49788659,21523
0.913222672244861,2508831,2508832,17770
0.918343454682217,1225919,1225920,24013
0.983316228453374,1325348,1325349,35453
0.892681433890133,16418285,16418286,17012
0.815163289845539,19946036,19946037,-1370
0.91373379056899,38822352,38822353,3004
0.898637945665665,26337011,26337012,17120
0.979418208287153,44350279,44350280,-261
0.914289153725773,4710651,4710652,55918
0.810979066757566,119311866,119311867,5251
0.855179672586491,140965035,140965036,-1436
0.939010375784503,166338904,166338905,3644
0.957457983193277,209809439,209809440,37445
0.928088469072782,1316767,1316768,26875
0.895426188189077,10393047,10393048,10484
0.868885526457049,82929165,82929166,177006
0.843472658072112,843477,843478,26861
0.976374138414226,105462093,105462094,3748
0.915220803155474,1108561,1108562,65696
0.931674935913907,49668390,49668391,2428
0.969900226377127,246881,246882,807
0.984718821677507,17813894,17813895,462
0.808185158060957,755460,755461,49675
0.986808522079062,997707,997708,140554
0.97234471718313,53254825,53254826,66500
0.944123814863318,46621858,46621859,4280
0.984771722954339,1319102,1319103,245
0.951902176047179,38561177,38561178,127453
0.893176016177678,44062580,44062581,4156
0.849485751338993,133114741,133114742,43811
0.976493940660259,114051051,114051052,81561
0.850932778120617,54460347,54460348,11122
0.882341181743114,2437169,2437170,-47
0.987304700646244,18857410,18857411,25408
0.926844582980681,63765224,63765225,739
0.903228384291744,63038010,63038011,28626
0.971660996972739,39173027,39173028,47227
0.956933685028809,1874402,1874403,14507
0.862694300518135,31970399,31970400,-1501
0.918273725366535,45901338,45901339,6955
0.842094118336983,63906311,63906312,17763
0.872540861947959,219568150,219568151,3140
0.939889064836488,200148075,200148076,120472
0.809741019746026,43493776,43493777,-670
0.890853080286812,125144659,125144660,-1171
0.856361931538143,1012499,1012500,167376
0.802877922294994,59007945,59007946,-697
0.924916133746606,126989232,126989233,637
0.906325415278356,69963276,69963277,88028
0.900529893193807,5906762,5906763,1920
0.916457717131502,161104480,161104481,661
0.83856158767795,13752249,13752250,47393
0.974059606391051,737323,737324,-952
0.833323010687318,34219820,34219821,2273
0.827494416567614,118575269,118575270,2844
0.962919036488044,45037637,45037638,36175
0.903153203210237,58220154,58220155,-923
0.906989058775266,850040,850041,19918
0.86523251968409,15458083,15458084,-1483
0.951194995673139,82245085,82245086,28344
0.806527394455046,105591432,105591433,-302
0.927424057775672,965170,965171,-1328
0.838521711134107,904434,904435,27884
0.931982080074696,80058489,80058490,21836
0.924984619410111,51731104,51731105,1295
0.848555909910986,64633259,64633260,4187
0.945636829004676,256354,256355,38035
0.852657794682729,43773317,43773318,2233
0.921177116743024,993864,993865,1991
0.918841297861666,15743360,15743361,6537
0.829350024956435,70190328,70190329,-1257
0.977778574227189,11176829,11176830,-881
0.836077960624453,75626416,75626417,-727
0.927510840310053,501569,501570,5732
0.873537759899052,19015159,19015160,62970
0.803430688925119,75573130,75573131,-823
0.847419275216113,7906216,7906217,17424
0.966542750929368,245673211,245673212,162208
0.938924325180315,1806859,1806860,13546
0.903053326298788,82054771,82054772,2528
0.926554774405377,17752314,17752315,22099
0.804490210656525,55705193,55705194,2521
0.90677972218042,13953776,13953777,-392
0.865857117593777,112445864,112445865,-1136
0.910746242231432,138756480,138756481,3034
0.873720572714646,48915568,48915569,168
0.932814623712316,121594277,121594278,3958
0.848298843165677,57191017,57191018,-485
0.888677143527492,30398217,30398218,19904
0.800811869437736,158209542,158209543,-944
0.9446875,13262345,13262346,43557
0.828762282250965,134384292,134384293,25590
0.978806740689159,136840886,136840887,32924
0.948640785614428,53128968,53128969,3914
0.870913336202475,179848032,179848033,10829
0.860310321505643,76946207,76946208,-44
0.966654142400902,63408500,63408501,64091
0.902681136943588,132673461,132673462,13887
0.811996942426892,137140448,137140449,966
0.971167530920033,6215241,6215242,12374
0.823692805744978,73715855,73715856,-1482
0.932565719862148,201470450,201470451,-1212
0.803074951658415,67257410,67257411,2578
0.868676845853505,144598217,144598218,7483
0.813562670857135,11565644,11565645,153951
0.890624829071118,179801635,179801636,4920
0.981699605105278,1950969,1950970,1428
0.907477041912356,41909397,41909398,17276
0.946512294189613,2293668,2293669,45671
0.901058186918751,3116466,3116467,3892
0.9196188393567,73573497,73573498,5064
0.937240024636827,119543411,119543412,-1039
0.89302771638921,233296856,233296857,-1142
0.913578460584988,73263951,73263952,-560
0.860227298146984,168535843,168535844,94691
0.981562922868742,1319102,1319103,5565
0.940074346686898,2591359,2591360,32386
0.827959086106936,573239,573240,139702
0.870508876169125,78676207,78676208,764445
0.808735179143684,670858,670859,60382
0.953608304057663,133864736,133864737,127524
0.870001883924166,42685019,42685020,2319
0.869641424213847,968000,968001,2983
0.839605229499466,40714111,40714112,975
0.867599951491385,106660625,106660626,2770
0.921099509404257,3164091,3164092,94879
0.918084210559374,44901670,44901671,19186
0.983520160597509,100823880,100823881,3151
0.948823305704261,39519195,39519196,3380
0.867538800228937,82615411,82615412,3674
0.905262957436834,600772,600773,91023
0.895213450749515,152637729,152637730,-1045
0.904768802329938,61329557,61329558,13040
0.840981793498511,239178826,239178827,222829
0.843175347989006,3244884,3244885,175715
0.88618930674217,59725560,59725561,145407
0.821015201810586,88699268,88699269,7131
0.910937549053623,30346387,30346388,1235
0.90522886706829,105326168,105326169,11277
0.858233599291895,50317985,50317986,4798
0.980528708866924,31631974,31631975,11248
0.876670259244446,68653113,68653114,7290
0.87826952336306,45123487,45123488,9727
0.833132852756398,4784875,4784876,1551
0.855733794375046,98984362,98984363,105871
0.847034970519554,239183387,239183388,217563
0.959427871115851,1993309,1993310,15664
0.837249553561541,31200546,31200547,1373
0.890989827636194,133081497,133081498,1022
0.946792951902329,49910206,49910207,6218
0.922550691682483,72213285,72213286,2689
0.887972144532417,20981015,20981016,13759
0.91330476283570206,103728964,103728965,13124
0.916660363939492,127604615,127604616,5512
0.847228523737949,55478922,55478923,2275
0.896832684887485,82748910,82748911,12837
0.879271250016845,74422186,74422187,3917
0.849952290076336,37520213,37520214,7719
0.927103965268628,41964414,41964415,33749
0.821189594088912,3858514,3858515,1232
0.871778272775785,228215721,228215722,7590
0.937255382601178,64290299,64290300,-1434
0.899515330842322,31100288,31100289,17427
0.852434295562258,9729107,9729108,77374
0.893581584525228,31633877,31633878,-1366
0.988578723489751,6470555,6470556,20016
0.900972645298811,2402916,2402917,11140
0.804929954035731,2056302,2056303,2086
0.955040322580645,2264215,2264216,117
0.958455273283642,82906006,82906007,5463
0.956960265547511,88715067,88715068,5107
0.827988036484603,1085358,1085359,2279
0.904124488498922,113158210,113158211,-445
0.862761367711778,507970,507971,-669
0.979668934641186,12191877,12191878,24873
0.906009503903336,108494324,108494325,4109
0.847969332864546,82445084,82445085,-1368
0.88323602585397,178861686,178861687,1732
0.913725526015706,35095106,35095107,1445
0.908923845608563,31100288,31100289,18968
0.876710379199872,4268695,4268696,967246
0.809518945221441,135119720,135119721,44199
0.879061823870311,139730793,139730794,720138
0.851053581414212,6865590,6865591,4349
0.849508378809774,1390859,1390860,3054
0.902940359818375,121594442,121594443,3793
0.942112851559908,1034192,1034193,25229
0.975011545297249,8990590,8990591,258624
0.944818614851675,134117789,134117790,2178
0.935283313481009,367888,367889,63711
0.899115970822603,232949386,232949387,-1229
0.817503852671651,177504223,177504224,6160
0.864384878260665,9764748,9764749,1442
0.929132617358911,31158826,31158827,3102
0.801486314766372,103108229,103108230,8084
0.84595163471224,39724849,39724850,7419
0.880588301317675,101916530,101916531,100521
0.938810964824446,82440241,82440242,6440
0.958896899036336,2094754,2094755,21291
0.874740123562523,102966417,102966418,91046
0.881556940854493,4696989,4696990,30181
0.977791788904504,132843078,132843079,8581
0.887190939883437,743950,743951,6285
0.952343475658716,80353911,80353912,93044
0.957708313053727,78936035,78936036,3404
0.924858280017168,6488431,6488432,8666
0.848751794813418,65184563,65184564,2817
0.978709049841119,1621125,1621126,31205
0.878088397294207,31651225,31651226,1443
0.912793349125542,578440,578441,5867
0.938038351188603,30619960,30619961,2107
0.95339467166335,2293668,2293669,64972
0.935475858706262,80182362,80182363,12327
0.825375700107662,89527585,89527586,19173
0.926296417667211,23687410,23687411,45017
0.929745171358584,43305810,43305811,834
0.900820599586509,59333326,59333327,1604
0.948592440940567,351185,351186,135374
0.941198654270819,9917751,9917752,3687
0.866517405985397,82409005,82409006,9633
0.972340358298207,100577321,100577322,5030
0.880529835041764,1295463,1295464,14135
0.904495383258068,3671332,3671333,53
0.812042505744219,147394356,147394357,2831
0.904508816126149,1919067,1919068,422
0.814879412821491,23565620,23565621,-801
0.928855442718628,30344190,30344191,-945
0.915243342185572,2232617,2232618,-390
0.905310291784222,42202349,42202350,53113
0.823859477921444,33683825,33683826,-704
0.987686879139912,143927633,143927634,-621
0.850119737639729,3042346,3042347,-1277
0.884121238524537,33211692,33211693,3196
0.987020455105561,151118233,151118234,31165
0.845015662641217,59024129,59024130,4874
0.939569337212775,71438974,71438975,9420
0.833081737292226,107825668,107825669,134
0.831729174959864,62807889,62807890,-612
0.884867181363271,82125086,82125087,87728
0.851665698029002,26337011,26337012,236
0.905224422422241,57428067,57428068,-945
0.957055028043642,44951667,44951668,-888
0.931173673918718,46605093,46605094,-837
0.963186361907352,195873539,195873540,19237
0.898530765721581,4950734,4950735,40587
0.980188914291373,55737925,55737926,-131
0.92081327386078,75130662,75130663,785
0.985627970684754,10326273,10326274,115467
0.895268551508853,3461160,3461161,39276
0.878715986697733,5119239,5119240,150125
0.845667870036101,81441994,81441995,-1472
0.967821088053842,29987531,29987532,13348
0.856311774859777,41315617,41315618,-1198
0.850653909870848,33294963,33294964,-1032
0.916152122527378,7518265,7518266,1035085
0.947062971345255,30649984,30649985,-1283
0.900485544211778,29726899,29726900,241
0.951577412018286,32165203,32165204,10615
0.833205591291651,31969677,31969678,10505
0.941973560352319,761091,761092,34389
0.804028653944218,281821,281822,-1360
0.819043988067438,45906819,45906820,-357
0.832288342034001,13768846,13768847,4313
0.817303425592784,76439713,76439714,129098
0.9312951313071,153772666,153772667,21530
0.851083603081287,59222316,59222317,2143
0.983013693645924,137022984,137022985,5932
0.967257416714669,622930,622931,32861
0.925323507050272,80199516,80199517,14245
0.881643959656853,40617140,40617141,3223
0.945955171236773,3855970,3855971,1245
0.85967197839501,19602697,19602698,-472
0.804927189793675,41816075,41816076,44304
0.874446884523522,67605612,67605613,-1347
0.949673703264803,133307099,133307100,5239
0.945216264870697,9242708,9242709,33110
0.905830650802459,33430106,33430107,9840
0.859248580167703,83018160,83018161,33651
0.927126842958806,3285656,3285657,92126
0.875320247875616,38709148,38709149,216
0.92972876283222206,101853114,101853115,25120
0.981696687972109,38468942,38468943,-1099
0.950545410865749,142668818,142668819,1171
0.829574097574091,17475795,17475796,-1231
0.889838603009613,66272261,66272262,3727
0.813645485325659,1114206,1114207,24052
0.938291037837917,44340084,44340085,1277
0.877830834132721,746301,746302,18514
0.885595467409696,75236704,75236705,-673
0.963824062392189,52014736,52014737,7795
0.870748909450692,74341969,74341970,52493
0.90746164036656,46671554,46671555,-275
0.963810812256365,9160625,9160626,20227
0.907835792906024,5043852,5043853,74719
0.906564298239712,77113392,77113393,67
0.813582163727144,166412950,166412951,11035
0.96474139663152,45984101,45984102,89718
0.97151999217041,7647653,7647654,3139
0.821068231046334,113046156,113046157,66843
0.820330661391276,55936119,55936120,4903
0.896026331912591,161105717,161105718,894
0.97983230584604,45786301,45786302,-587
0.806896544206173,33419312,33419313,-1253
0.824392194096668,3017625,3017626,-821
0.981137941755622,4029146,4029147,21499
0.898526947839274,130021485,130021486,2901
0.873149995304233,78187560,78187561,197
0.931839775498673,140549268,140549269,86279
0.826941981279288,59035059,59035060,733587
0.900231869177673,3748122,3748123,3905
0.914865723005505,5877318,5877319,115154
0.87319653995893,136454698,136454699,22992
0.884261374439526,29554947,29554948,-1291
0.983200640081356,195883213,195883214,12949
0.848771225787086,50468589,50468590,229
0.875619282601189,1186807,1186808,33068
0.98422347306871,1103786,1103787,46927
0.902112379471602,139665716,139665717,16790
0.891185074060155,119597888,119597889,-1255
0.871970389001158,31648735,31648736,3966
0.903280532790036,890827,890828,7283
0.982577303406059,127027266,127027267,38671
0.847243960382617,48945249,48945250,-437
0.824165157910095,148024858,148024859,3402
0.917642597470137,38426783,38426784,28417
0.942889685905393,166871990,166871991,4338
0.810577547024441,46658897,46658898,23729
0.932612869219259,132774213,132774214,48099
0.950434352235657,6120697,6120698,51590
0.929029278246191,54390362,54390363,16058
0.863271809190019,1553400,1553401,26762
0.805991087882176,460633,460634,10181
0.848377793422042,157467327,157467328,1095
0.894612672663477,137466931,137466932,12501
0.981579962533711,63909139,63909140,13983
0.883430542835874,16760784,16760785,20510
0.865686195829867,52540435,52540436,3829
0.882547425169942,189582681,189582682,1078
0.846633610874698,897051,897052,84268
0.940337143418165,40801235,40801236,2047
0.905453299879332,41880661,41880662,-1187
0.936855990129534,10521044,10521045,-532
0.880049637833488,29576320,29576321,652
0.828969609674755,100972848,100972849,135
0.922712235243762,123539261,123539262,1946
0.806092067603473,1649124,1649125,1155
0.957529931512872,667669,667670,5658
0.920440107253264,25252936,25252937,-624
0.814384346381053,21022886,21022887,-442
0.946279809916689,89117235,89117236,23351
0.869206266270378,121594680,121594681,3753
0.91730274070246,196291359,196291360,1186
0.84967021111298,1483649,1483650,40092
0.849652511824863,13025354,13025355,1362
0.86598760087996,4428626,4428627,2757
0.882353605359455,3185212,3185213,116014
0.841249218181961,37574926,37574927,1424
0.830236679179897,17420937,17420938,14791
0.862223082024183,1255552,1255553,18282
0.811647045743621,52729830,52729831,5215
0.981565012747598,9718755,9718756,8556
0.825847812250639,66549175,66549176,1117
0.975728610252085,1510790,1510791,99904
0.800624793595402,2094330,2094331,43844
0.931451635831611,240576937,240576938,3066
0.863117433803656,39367100,39367101,-748
0.964724402365181,24268399,24268400,2785
0.865134348546985,74682671,74682672,42647
0.928790086714932,87418383,87418384,-456
0.956872947612719,81983177,81983178,5542
0.885362633274206,2072783,2072784,22312
0.82205072324966,2590403,2590404,3622
0.954953271028037,1238382,1238383,3542
0.906085849905754,1483649,1483650,11130
0.879290594292958,7576583,7576584,3756
0.927693677649154,235597769,235597770,103661
0.878291520249023,50467363,50467364,41110
0.942340217153684,3301073,3301074,10860
0.865886629298053,20405035,20405036,10405
0.82974000482282,133745807,133745808,83808
0.904219969559818,241273469,241273470,42234
0.820720340954894,490532,490533,33801
0.858674463937622,130870795,130870796,-1243
0.977802399250686,66701008,66701009,20363
0.865108452805469,241270091,241270092,45585
0.938503932845837,24077638,24077639,6800
0.897949816541886,5684958,5684959,3893
